PROTOCOL,REGEX_PATTERN,Label,VENDOR,DEVICE_TYPE,DEVICE_MODEL,OS,
ftp,'SR 7750','IoT','ALCATEL','Router','SR 7750','TIMOS',
ftp,'Allworx','IoT','Allworx','VOIP','Unknown','Unknown',
telnet,'SNumber: M113-','IoT','2N','gateway','VoiceBlue Lite GSM','embedded',
telnet,'3Com.*Switch.*4500G','IoT',3Com,switch,SuperStack 3 4500G,'embedded',
telnet,'3Com.*Switch.*4500','IoT',3Com,switch,SuperStack 3 4500,'embedded',
telnet,'3Com.*Switch.*5500G','IoT',3Com,switch,5500G-El,'embedded',
telnet,'3Com.*Switch.*5500','IoT',3Com,switch,5500-El,'embedded',
telnet,'3Com.*7760','IoT','3Com','WAP','7760','embedded',
telnet,'3Com.*8760','IoT','3Com','WAP','8760','embedded',
telnet,'3CRWDR101A-75','IoT,'3Com','Router','3CRWDR101A-75','embedded',
telnet,'AR28-09','IoT','Huawei','switch','Quidway AR28-09','embedded',
ftp,'220 (AP\d+) Network Management Card AOS','IoT','APC','PDU',match.group(1),'AOS',
ftp,'220 Welcome to ASUS (.+) FTP service','IoT','ASUS','SOHO_ROUTER',match.group(1),'embedded',
ftp,'220 Welcome to the WL700gE FTP service','IoT','ASUS','SOHO_ROUTER','WL700gE','embedded',
ftp,^220 AXIS (.+ Camera) \d+\.\d+','IoT','AXIS','Camera',match.group(1),'embedded',
ftp,'220 AXIS [^\s]* Video Encoder','IoT','AXIS','DVR','Unknown','embedded',
ftp,'220 Belkin Network USB Hub Ver \d+\.\d+\.\d+ FTP',IoT,'BELKIN','USB_HUB','Unknown','embedded',
ftp,'220[- ]BulletProof FTP Server ready','Desktop','BulletProof','software','Unknown','WINDOWS',
ftp,'220-(Welcome to )?Cerberus FTP Server','Desktop','Cerberus','software','Unknown','WINDOWS',
ftp,'CesarFTP','Desktop','CesarFTP','software','Unknown','WINDOWS',
ftp,'220 ProFTPD (\d+\.\d+\.\d+)(([a-z])|(rc\d+))? Server \(DD-WRT\)','IoT','DD-WRT','SOHO_ROUTER','ProFTPD','embedded',
ftp,'220 \w+?Dell (\w+ )?Laser Printer','IoT','DELL','Printer',match.group(1),'embedded',
ftp,'220 Dell (\w+ )?Color Laser','IoT','DELL','Printer',match.group(1),'embedded',
ftp,'220 Welcome to (DCS-\d+[A-Z+]?) FTP Server','IoT','DLINK','Camera',match.group(1),'embedded',
ftp,'220 (DCS-\d+[A-Z+]?) FTP server ready','IoT','DLINK','Camera',match.group(1),'embedded',
ftp,'220 DrayTek FTP version','IoT','DRAYTEK','WAP','Unknown','embedded',
ftp,'220 Welcome to the OpenDreambox FTP service','IoT','DREAMBOX','TV_BOX','OpenDreambox','Dreambox OS',
ftp,'220 Welcome to the PLi dreambox FTP server','IoT','DREAMBOX','TV_BOX','OpenPLi','Dreambox OS',
ftp,'220 Willkomen auf Ihrer Dreambox','IoT','DREAMBOX','TV_BOX','DreamBox','Dreambox OS',
ftp,'220  ADH FTP SERVER READY TYPE HELP FOR HELP','IoT','DEDICATED_MICROS','DVR','Unknown','RTOS',
ftp,'220 FRITZ!Box','IoT','AVM','CABLE_MODEM','Unknown','FritzOS',
ftp,'220 Fullrate FTP version \d+\.\d+ ready at','IoT','FULLRATE','DSL_MODEM','Unknown','embedded',
ftp,'220 Gene6 FTP Server','Desktop','Gene6','Software','Unknown','WINDOWS',
ftp,'220 Network-Camera FTP server \((.*)\) ready','IoT','Unknown','Camera','inetutils ','embedded',
ftp,'220 DSL Router FTP Server','IoT','Unknown','DSL_MODEM','Unknown','embedded',
ftp,'220 HP ARPA FTP SERVER','IoT','HP','Unknown','HP ARPA','embedded',
ftp,'The HPRC FTP dropbox system is intended for Hewlett-Packa','IoT','HP','Unknown','HP HPRC','embedded',
ftp,'220 JD FTP Server Ready','IoT','HP','Printer','Jet Direct','embedded',
ftp,'220-QTCP at .*\r\n220 Connection will close if idle more than \d+ minutes','IoT','Unknown','IBM I-series','Unknown','IBM i',
ftp,'220[- ]Microsoft FTP Service','Desktop','Microsoft','software','IIS','WINDOWS',
ftp,'220 Intercon FTP server \(MikroTik (\d+\.\d+)\) ready','IoT','INTERCON','PRINT_SERVER','MikroTik','RouterOS',
ftp,'220 ipTIME_FTPD (\d+\.\d+\.\d+)([a-z])? Server','IoT','IPTIME','Unknown','Unknown','embedded',
ftp,'220 FTP Version \d+\.\d+ on (IQeye\d+)','IoT','IQEYE','Camera',match.group(1),'embedded',
ftp,'220 KONICA MINOLTA FTP server ready','IoT','KONICA_MINOLTA','Printer','Unknown','embedded',
ftp,'220 LaCie-2big(-NAS)? FTP Server','IoT','LACIE','NAS','2Big','embedded',
ftp,'220 LaCie-5big(-NAS)?(-Pro)? FTP Server','IoT','LACIE','NAS','5Big','embedded',
ftp,'220 LaCie-d2 FTP Server','IoT','LACIE','NAS','D2','embedded',
ftp,'220 LaCie-CloudBox FTP Server','IoT','LACIE','NAS','CloudBox','embedded',
ftp,'220 NetworkSpace2 FTP Server','IoT','LACIE','NAS','Network Space 2','embedded',
ftp,'220 LaCie(-NAS)? FTP Server \[\d+\.\d+\.\d+\.\d+\]','IoT','LACIE','NAS','Unknown','embedded',
ftp,'220 FTP Version (\d+\.\d+) on EPS2-100','IoT','LANTRONIX','PRINT_SERVER','EPS2-100','Evolution OS',
ftp,'220( \w+)? Lexmark \w+ FTP Server','IoT','LEXMARK','Printer','^220 .+ Lexmark (.+) FTP Server','embedded',
ftp,'220 Welcome to linksys','IoT','LINKSYS','ROUTER','Unknown','embedded',
ftp,'ProFTPD (\d+\.\d+\.\d+)(rc\d+) Server','IoT','LINKSYS','ROUTER','LinksysWRT350N','embedded',
ftp,'220\ Welcome\ to\ the\ HomeWorks\ Processor','IoT','LUTRON','Unknown','HomeWorks Processor','embedded',
ftp,'220 IPCamera FTPServer\(www\.maygion\.com\)','IoT','MAYGION','Camera','Unknown','embedded',
ftp,'220 MikroTik FTP server','IoT','MIKROTIK','NETWORK','Unknown','RouterOS',
ftp,'220-National Instruments FTP','IoT','NATIONAL_INSTRUMENTS','Unknown','Unknown','embedded',
ftp,'NETGEAR ReadyNAS','IoT','NETGEAR','NAS','Unknown','embedded',
ftp,'220 Opto 22 FTP server ready','IoT','OPTO22','INDUSTRIAL_CONTROL','Unknown','embedded',
ftp,'ProFTPD (\d+\.\d+\.\d+)([a-z])? Server Snap Appliance','IoT','OVERLAND_STORAGE','NAS','Snap Appliance','embedded',
ftp,'220 NASFTPD Turbo station( 2\.x)?','IoT','QNAP','NAS','Turbo NAS','embedded',
ftp,'220 RICOH (.+) FTP server \(\d+(?:\.\d+)*\) ready','IoT','RICOH','Printer',match.group(1),'embedded',
ftp,'220 \d+ -> SXT.+ \(MikroTik \d+\.\d+(\.\d+)?\) ready','IoT','MIKROTIK','Unknown','Unknown','RouterOS',
ftp,'220 \d+ -> \d+[A-Z]?((-5Hn(D)?)|(-5Hn-MMCX))? FTP server \(MikroTik \d+\.\d+(\.\d+)?\) ready','IoT','Unknown','Unknown','Unknown','RouterOS',
ftp,'220 Welcome to Seagate Central Shared Storage FTP service','IoT','SEAGATE','NAS','Seagate Central','embedded',
ftp,'220 Seagate-((DP[24])|(D[24])|(NAS)|(R4)) FTP Server \[','IoT','SEAGATE','NAS','Seagate-([-A-Za-z0-9_]+)','embedded',
ftp,'220 Serv-U FTP[- ]Server v\d+.\d+[a-z]? (for WinSock )?ready\.','Desktop','Serv-U','Unknown','Unknown','WINDOWS',
ftp,'220 SHARP ((MX)|(AR))-[0-9A-Z]+ Ver \d+(\.[0-9a-z]+)+ FTP server','IoT','SHARP','Printer','SHARP (.+) Ver','embedded',
ftp,'220 Welcome to SONY Network Camera','IoT','SONY','Camera','Unknown','embedded',
ftp,'220-Sony Network Camera','IoT','SONY','Camera','Network Camera ([-A-Z0-9_]+)','embedded',
ftp,'220 Speedport( )?W','IoT','SPEEDPORT','SOHO_ROUTER','^220 Speedport (.+) FTP Server','embedded',
ftp,'synology','IoT','SYNOLOGY','NAS','Unknown','DiskStation Manager',
ftp,'220 .*DiskStation(-)?(\d+)? FTP server ready','IoT','SYNOLOGY','NAS','DiskStation','DiskStation Manager',
ftp,'220 Disk Station FTP server at','IoT','SYNOLOGY','NAS','DiskStation','DiskStation Manager',
ftp,'220 Cube Station FTP server','IoT','SYNOLOGY','NAS','CubeStation','DiskStation Manager',
ftp,'Tenor Multipath Switch FTP Server','IoT','SONUS','SOHO_ROUTER','Tenor Multipath Switch','embedded',
ftp,'220 Titan FTP Server','Desktop','Titan','Software','Unknown','WINDOWS',
ftp,'220 uClinux FTP server \(GNU inetutils (\d+(\.\d+)*)\) ready','IoT','Unknown','Unknown','Unknown','UCLINUX',
ftp,'220 DSL-EasyBox \d+ FTP Server v','IoT','VODAPHONE','DSL_MODEM','^220 DSL-(EasyBox \d+) FTP','embedded',
ftp,'220 VxWorks FTP server \(VxWorks','IoT','Unknown','Unknown','VxWorks','RTOS',
ftp,'220 Welcome to WD My Cloud','IoT','WESTERN_DIGITAL','NAS','MyCloud','embedded',
ftp,'220 \""Welcome to MyBookLive','IoT','WESTERN_DIGITAL','NAS','MyBookLive','embedded',
ftp,'220 Wind River FTP server','IoT','WIND_RIVER','SOHO_ROUTER','Unknown','embedded',
ftp,'ws_ftp server','Desktop','Unknown','software','WS_FTP','WINDOWS',
ftp,'220 FUJI XEROX Docu((Print)|(Centre))','IoT','XEROX','Printer','^220 FUJI XEROX ([- _a-zA-Z0-9]+)','embedded',
ftp,'220 Xerox Phaser','IoT','XEROX','Printer','^220 Xerox ([- _a-zA-Z0-9]+)','embedded',
ftp,'220 Xlight FTP','Desktop','Xlight','software','Xlight','WINDOWS',
ftp,'220 OX253P FTP version 1.0 ready at','IoT','ZTE','INFRASTRUCTURE_ROUTER','OX253P','embedded',
ftp,'220 P(-)?660[HDR].* FTP version 1\.0 ready at','IoT','ZYXEL','DSL_MODEM','^220 (.+) FTP version','embedded',
modbus,'abb stotz kontakt','IoT','ABB_STOTZ_KONTAKT','INDUSTRIAL_CONTROL','Unknown','embedded',
modbus,'actl','IoT','ACTL','INDUSTRIAL_CONTROL','Unknown','embedded',
http,'allegro','IoT','ALLEGRO','software','RomPager','embedded',
ssl,'American Megatrends','IoT','AMERICANMEGATRENDS','software','Unknown','embedded',
ssl,'American Power Conversion','IoT','APC','Unknown','Unknown','embedded',
http,'APC | Application Error','IoT','APC','Unknown','Unknown','embedded',
http,'macOS Server','Desktop','APPLE','Unknown','Unknown','macOS',
ssl,'Aruba Networks','IoT','ARUBA','WIFI','Unknown','embedded',
http,'AVTECH Software,'IoT','AVTECH','ENVIRONMENT_MONITOR','Unknown','embedded',
modbus,'avtech','IoT','AVTECH','scada','Unknown','embedded',
http,'AXIS 2120 Network Camera','IoT','AXIS','CAMERA','2120 Network Camera','embedded',
http,'AXIS 2100 Network Camera','IoT','AXIS','CAMERA','2100 Network Camera','embedded',
http,'Live view / - AXIS 205 Network Camera','IoT','AXIS','CAMERA','205 Network Camera','embedded',
http,'Brother','IoT','BROTHER','PRINTER','Unknown','embedded',
http,'canon http server','IoT','CANON','PRINTER','Unknown','embedded',
http,'cisco','IoT','CISCO','Unknown','Unknown','embedded',
telnet,'cisco','IoT','CISCO','Unknown','Unknown','embedded',
http,'CP-7945G','IoT','CISCO','PHONE','CP-7945G','embedded',
http,'CP-7942G','IoT','CISCO','PHONE','CP-7942G','embedded',
http,'CP-7960G','IoT','CISCO','PHONE','CP-7960G','embedded',
http,'cisco_logo_header','IoT','CISCO','SWITCH','Unknown','embedded',
ssl,'ASA Temporary Self Signed Certificate','IoT','CISCO','NETWORK','Unknown','embedded',
ssl,'RV082','IoT','CISCO','SOHO_ROUTER','RV082 Dual WAN VPN Router','embedded',
ssl,'ciscoasa','IoT','CISCO','FIREWALL','Adaptive Security Appliance (ASA)','embedded',
http,'cisco-ios','IoT','CISCO','INFRASTRUCTURE_ROUTER','Unknown','IOS',
ssl,'cisco','IoT','CISCO','Unknown','Unknown','embedded',
modbus,'computec oy','IoT','COMPUTEC','SCADA_CONTROLLER','Unknown','embedded',
ssl,'comtrol','IoT','COMTROL ','Unknown','Unknown','embedded',
modbus,'crouzet','IoT','CROUZET ','Unknown','Unknown','embedded',
modbus,'xn05','IoT','CROUZET ','Unknown','XN05 24VD','embedded',
ssl,'OpenCMC Group','IoT','DELL ','SERVER_MANAGEMENT','Chassis Management Controller','embedded',
ssl,'Remote Access Group','IoT','DELL ','SERVER_MANAGEMENT','Integrated Dell Remote Access Controller','embedded',
http,'Digi One SP&nbsp;Configuration and Management','IoT','DIGI','SCADA_GATEWAY','One','embedded',
http,'D-LINK SYSTEMS,'IoT','DLINK','SOHO_ROUTER','Unknown','embedded',
http,'D-Link VoIP Router','IoT','DLINK','SOHO_ROUTER','VoIP Router','embedded',
ssl,'CLARiiON','IoT','EMC','NAS','Unknown','embedded',
modbus,'www.entes.com.tr','IoT','ENTES','Unknown','Unknown','embedded',
http,'epson_linux','IoT','EPSON','Unknown','Unknown','embedded',
http,'SEIKO EPSON CORPORATION','IoT','EPSON','Unknown','Unknown','embedded',
modbus,'flexim','IoT','FLEXIM','Unknown','Unknown','embedded',
http,'NETGEAR Web Smart Switch','IoT','AVM','CABLE_MODEM','FRITZ!Box','FritzOS',
http,'goahead-webs','IoT','GOAHEAD','Unknown','GoAhead-Webs','embedded',
http,'Helix Mobile Server','Desktop','Unknown','Unknown','Helix Mobile Server','WINDOWS',
http,'hikvision-webs','IoT','HIKVISION','CAMERA','Hikvision-Webs','embedded',
ssl,'Honeywell','IoT','HONEYWELL','FIRE_ALARM','Notifier','embedded',
ssl,'Notifier','IoT','HONEYWELL','FIRE_ALARM','Notifier','embedded',
http,'HP Networks Web Interface','IoT','HP','NETWORK','Unknown','embedded',
http,'HPE OfficeConnect Switch','IoT','HP','SWITCH','OfficeConnect Switch','embedded',
ssl,'HP-IPG','IoT','HP','Unknown','HP IPG','embedded',
ssl,'Remote Access Group','IoT','DELL','IPMI','iDRAC','embedded',
modbus,'integ','IoT','INTEG','CINEMA','JNIOR','embedded',
modbus,'integ','IoT','INTEG','CINEMA','JNIOR','embedded',
ssl,'HP Jetdirect','IoT','HP','PRINTER','Unknown','embedded',
ssl,'HP Designjet','IoT','HP','PRINTER','Unknown','embedded',
ssl,'iXsystems','IoT','IXSYSTEMS','NAS','Unknown','embedded',
ssl,'konica minolta','IoT','KONICA_MINOLTA','Unknown','Unknown','embedded',
ssl,'bizhub','IoT','KONICA_MINOLTA','PRINTER','Bizhub','embedded',
modbus,'lab-el','IoT','LAB_EL','Unknown','Unknown','embedded',
http,'LaCie&nbsp;&#124;&nbsp;Dashboard','IoT','LACIE','NAS','Storage Device','embedded',
modbus,'lantronix','IoT','LANTRONIX','Unknown','Unknown','embedded',
modbus,'xport','IoT','LANTRONIX','SCADA_GATEWAY','Unknown','embedded',
http,'LenovoEMC','IoT','LENOVO','Unknown','Unknown','embedded',
ssl,'Lexmark','IoT','LEXMARK','PRINTER','Unknown','embedded',
ssl,'LifeSize Transit Server','IoT','LIFESIZE','Unknown','Transit Server','embedded',
http,'mikrotik routeros','IoT','MIKROTIK','NETWORK','RouterOS','embedded',
http,'RouterOS router configuration page','IoT','MIKROTIK','NETWORK','RouterOS','embedded',
http,'NETGEAR Web Smart Switch','IoT','NETGEAR','SWITCH','Smart Switch','embedded',
http,'Netgear Prosafe Plus Switch','IoT','NETGEAR','SWITCH','Prosafe Plus Switch','embedded',
ssl,'Netgear VPN Firewall','IoT','NETGEAR','FIREWALL','Prosafe VPN Firewall','embedded',
modbus,'OCM Pro CF','IoT','NIVUS','WATER_FLOW_CONTROLLER','OCM Pro CF','embedded',
ssh,'ubuntu','Desktop','UBUNTU','software','UBUNTU','UBUNTU',
ssl,'OSNEXUS','IoT','OS NEXUS','STORAGE','Quantator','embedded',
modbus,'FP-MB-TCP','IoT','PANASONIC','PANASONIC','Unknown','embedded',
modbus,'FP-WebServer','IoT','PANASONIC','PANASONIC','Unknown','embedded',
modbus,'pokeys56e','IoT','POLABS','SCADA_GATEWAY','PoKeys56E','embedded',
modbus,'polabs','IoT','POLABS','Unknown','Unknown','embedded',
ssl,'Polycom,'IoT','POLYCOM','CAMERA','Unknown','embedded',
http,'Polycom','IoT','POLYCOM','CAMERA','Unknown','embedded',
ssl,'Raritan Device','IoT','RARITAN',Unknown','Unknown','embedded',
http,'logo_rar_tag_white.gif','IoT','RARITAN',Unknown','Unknown','embedded',
http,'Red Hat Satellite','Desktop','REDHAT',Unknown','Unknown','REDHAT',
http,'Test Page for the Apache HTTP Server on Red Hat Enterprise Linux','Desktop','REDHAT',Unknown','Unknown','REDHAT',
modbus,'rockwell automation','IoT','ROCKWELL','Unknown','Unknown','embedded',
modbus,'allen-bradley','IoT','ROCKWELL','Unknown','Unknown','embedded',
modbus,'room alert','IoT','AVTECH','ENVIRONMENT_MONITOR','Room Alert','embedded',
http,'RoomWizard(TM)','IoT','ROOMWIZARD',SIGN','Unknown','embedded',
http,'ip.buffer webserver','IoT','SCANNEX',SCADA_GATEWAY','ip.buffer','embedded',
modbus,'se-elektronic','IoT','SE_ELECTRONIC','Unknown','Unknown','embedded',
http,'Welcome to SeagateShare.com Directory &amp; Remote Access Service','IoT','SEAGATE','NAS','Home NAS','embedded',
http,'Environmental Monitor','IoT','SENSATRONICS','ENVIRONMENT_MONITOR','Unknown','embedded',
http,'IT Temperature Monitor','IoT','SENSATRONICS','ENVIRONMENT_MONITOR','Unknown','embedded',
http,'Universal Temperature Monitor','IoT','SENSATRONICS','ENVIRONMENT_MONITOR','Unknown','embedded',
ssl,'Sharp Corporation','IoT','SHARP',Unknown','Unknown','embedded',
ssl,'MX-B401','IoT','SHARP',PRINTER','Unknown','embedded',
modbus,'siemens','IoT','SIEMENS','Unknown','Unknown','embedded',
modbus,'simatic','IoT','SIEMENS','Unknown','SIMATIC','embedded',
modbus,'solare','IoT','SOLAR_LOG','SOLAR_PANEL','Unknown','embedded',
http,'HDHomeRun Main Menu','IoT','SiliconDust','TV_TUNER','HDHomeRun','embedded',
ssh,'ubuntu','Desktop','UBUNTU','operating system','UBUNTU','UBUNTU',
ssh,'debian','Desktop','DEBIAN','operating system','DEBIAN','DEBIAN',
ssh,'freebsd','Desktop','FREEBSD','operating system','FREEBSD','FREEBSD',
ssh,'netbsd','Desktop','NETBSD','operating system','NETBSD','NETBSD',
ssh,'raspbian','IoT','RASPBIAN','operating system','Raspberry Pi','embedded',
ssh,'bitvise','Desktop','WINDOWS','operating system','WINDOWS','WINDOWS',
ssh,'windows','Desktop','WINDOWS','operating system','WINDOWS','WINDOWS',
ssh,'centos','Desktop','CENTOS','operating system','CENTOS','CENTOS',
ssh,'rhel','Desktop','REDHAT','operating system','REDHAT','REDHAT',
ssh,'Microsoft FTP Service','Desktop','WINDOWS','operating system','WINDOWS','WINDOWS',
ssh,'Dropbear SSH','IoT','Dropbear','software','Dropbear SSH','embedded',
ssh,'Dropbear SSH','IoT','Dropbear','software','Dropbear SSH','embedded',
ssh,'ROSSSH','IoT','MIKROTIK','NETWORK','RouterOS SSH','RouterOS',
ssh,'cisco','IoT','CISCO','INFRASTRUCTURE_ROUTER','RouterOS SSH','CISCO_IOS',
ssh,'Huawei SSH','IoT','HUAWEI','Unknown','Unknown','embedded',
ssh,'lancom','IoT','LANCOM','NETWORK','Lancom SSH','embedded',
ssh,'DOPRA-1.5','IoT','HUAWEI','Unknown','DOPRA','DOPRA',
ssh,'Zyxel','IoT','Zyxel','Unknown','Zyxel','embedded',
ssh,'RomSShell','IoT','Allegro Software','Unknown','RomSShell','embedded',
ssh,'mpSSH','IoT','HP','SERVER_MANAGEMENT','mpSSH','embedded',
ssl,'Sun Microsystems','IoT','SUN_MICROSYSTEMS','Unknown','Unknown','embedded',
ssl,'Super Micro Computer','IoT','SUPERMICROCOMPUTER','IPMI','Unknown','embedded',
modbus,'synchronic','IoT','SYNCHRONIC','Unknown','Unknown','embedded',
http,'Synology DiskStation','IoT','SYNOLOGY','NAS','DiskStation','embedded',
http,'DiskStation2','IoT','SYNOLOGY','NAS','DiskStation','embedded',
http,'DiskStation|Synology','IoT','SYNOLOGY','NAS','DiskStation','embedded',
http,'RackStation|Synology','IoT','SYNOLOGY','NAS','RackStation','embedded',
http,'Synology Web Station','IoT','SYNOLOGY','NAS','WebStation','embedded',
ssl,'Synology Inc. CA','IoT','SYNOLOGY','NAS','Unknown','embedded',
modbus,'telemecanique','IoT','TELEMECANIQUE','Unknown','Unknown','embedded',
ssl,'Thecus Technology Corp.','IoT','THECUS','NAS','Unknown','embedded',
http,'TiVo DVR','IoT','TIVO','DVR','DVR','embedded',
http,'TL-WR1043ND','IoT','TPLINK','SOHO_ROUTER','TL-WR1043ND Wireless N Gigabit Router','embedded',
http,'varnish','IoT','VARNISH','Unknown','HTTP Server','embedded',
modbus,'veris','IoT','VERIS','Unknown','Unknown','embedded',
modbus,'veris|e51c3','IoT','VERIS','POWER_MONITOR','E51C3','embedded',
ssl,'Western Digital|Branded Products','IoT','Western_Digital','Unknown','Unknown','embedded',
modbus,'win','Desktop','WINDOWS','operating system','WINDOWS','WINDOWS',
ssl_fp,'6343022d4995a8d96f50a737e77fd5c0ab2efd842b5e05b1fd7109df426a38e5','IoT','HUAWEI','MODEM','Home Gateway HG658d','embedded',
ssl_fp,'d86ac7ac292a9bf702b90c0a6396df047d961e549331d802db22079f7a4d8b8e','IoT','DAHUA','Unknown','Unknown','embedded',
ssl_fp,'96421eda0168df9a44c9eadc7451cae578f3c42456bbef5c5b33e1791b88d20c','IoT','MOTOROLA','MODEM','Cable Modem','embedded',
ssl_fp,'1b9a783965a0fa8e5cee8b8e3d3f499b8163fe3a44bbcec3a52bbc0ecc1151d1','IoT','TECHNICOLOR','MODEM','Modem','embedded',
ssl_fp,'ec3ae70631c7c30378189c73eef80aaaea6ca1d07793cc878422a77a656086e4','IoT','Unknown','Unknown','Unknown','embedded',
ssl_fp,'cb36482dc97fe9dfafb4cc75d8f6bf2571a7c6d8bcc0716e6072c79576261f8a','IoT','Unknown','Unknown','Unknown','embedded',
ssl_fp,'464f4fcd90934c66b83509dffaa8993922520a7a14422853060a6a2c289d3ecb','IoT','Unknown','Unknown','Unknown','embedded',
ssl_fp,'ef512d0ab19e9b91a5c519c634a4f2fcbbf65c45ef87e01aabd25939fe903594','IoT','T&W','MODEM','GPON Home Gateway','embedded',
ssl_fp,'d86ac7ac292a9bf702b90c0a6396df047d961e549331d802db22079f7a4d8b8e','IoT','Unknown','Unknown','Unknown','embedded',
ssl_fp,'816735d1fd53b8747aa3a61e277dd8fd5dd303475bc9730ead8ad67155518e33','IoT','HUAWEI','MODEM','Unknown','embedded',
ssl_fp,'e4d09f84810efa9ad8541b7a820f094408ef760744ffe44d397f88d28b441995','IoT','UBIQUITI','NETWORK',Unknown','embedded',
ssl_fp,'d6f2349d74e603c1713ea8ea6d998cbe0d0b972bd799521006c3f463ecd02abb','IoT','ZYXEL','MODEM','Unknown','embedded',
ssl_fp,'167390050a67bb785bb01b0934bcc57b4865593ae98b2f09a002e496a69cebde','IoT','ZYXEL','MODEM','Unknown','embedded',
ssl_fp,'182034cb65b46a7a8563262995120630392b1f5d626133d961503056c1c72c1a','IoT','DRAYTEK','SOHO_ROUTER','Vigor Router','embedded',
ssl_fp,'cdf555315a8ba0139e721d5b17cbee6599c42b52e4b8eb52f9237825b1e74f64','IoT','DRAYTEK','SOHO_ROUTER','Vigor Router','embedded',
ssl_fp,'f617e883351ed4e69f23d155205d627808b4270948acf3012865104e726a2b1d ','IoT','DRAYTEK','SOHO_ROUTER','Vigor Router','embedded',
ssl_fp,'1f2f8b736aa3886fee322ad5ab96e8adcfb7cdfbcb61e4bfbab140fbdaedf666','IoT','HUAWEI','DSL_MODEM','Home Gateway','embedded',
ssl_fp,'6cf53ed14fe53f7321940911dc93ff8dbe9d4b4116a6ed95b41fb60d834c8780','IoT','HUAWEI','MODEM','Home Gateway','embedded',
ssl_fp,'6cf53ed14fe53f7321940911dc93ff8dbe9d4b4116a6ed95b41fb60d834c8780','IoT','TECHNICOLOR','MODEM','DPC3848 DOCSIS 3.0 Gateway','embedded',
ssl_fp,'5da28495a5dfebf36ef25af9a6eb1a59faecdffbf7c6070c83cb91b7b3b2ced9','IoT','Unknown','DVR','Unknown','embedded',
ssl_fp,'d5c0101d5ac007024e50477188b03d76f28112472edf56c5e19a76cf069008e7','IoT','MULTITECH','Unknown','Unknown','embedded',
ssl_fp,'1ae9d62f5d127f9a361a1a04a75157e5a6d5cac36ed9d46e17c87ca641786d35','IoT','T&W','MODEM','GPON Home Gateway','embedded',
ssl_fp,'ef1fd069e6f4fa81e139cb39d0bb049cca48e49808a04193e4674667089d1343','IoT','QNAP','NAS','Turbo NAS','embedded',
ssl_fp,'d2a928e4d35aabd7f066cfcd93dd54c675ef3e0de8162708fc7adb6a7f161d88','IoT','QNAP','NAS','Turbo NAS','embedded',
ssl_fp,'4f07b356d72f17774a8ae6ca9750a668e6f1ccf0d02d3fcb773eabff52daa349','IoT','QNAP','NAS','TS Series NAS','embedded',
ssl_fp,'43f84ee7516b0f4e06e1186f498f4840ab832efd9ca6165b0b3c195756c85532','IoT','SERCOMM','MODEM','Unknown','embedded',
ssl_fp,'298196fe226e52eae246c5a4c5943f2db3b6d931b1a16b2104d90c1dae3f0dad','IoT','JUNGO','MODEM','Unknown','embedded',
ssl_fp,'339fc27ee4d32665424ce84d7f97b9ddc3059d5af9d1b6a47d041ac79f8af968','IoT','JUNGO','MODEM','Unknown','embedded',
ssl_fp,'f3f519150cab4a01e9948435070e02baacc9d41b478c23ac1a5a884f1d7d06da','IoT','JUNGO','MODEM','Unknown','embedded',
ssl_fp,'1b4da61347a18ff56290e547882c18c45e9da80d16f70b6af0b09cc4235b392a','IoT','JUNGO','MODEM','Unknown','embedded',
ssl_fp,'059d6bdee15a6898c0e6f6d225327d6731796c189b9afdca445bf1122e1adc1b','IoT','JUNGO','MODEM','Unknown','embedded',
ssl_fp,'be589d2ddff654b51de7024bc619f9bde5f4275300ec91d97b030a576b121c84','IoT','JUNGO','MODEM','Unknown','embedded',
ssl_fp,'13657bfa2c9cdba7591f97675f203a8bad4ecbe3f70fbaccad43646dec3b600d','IoT','HUAWEI','MODEM','Home Gateway','embedded',
ssl_fp,'3910dbb918c41fe7d5658214f034cb1d96fc35ba758c7bd7da97693326aeb308','IoT','INTELBRAS','MODEM','WOM 5000','embedded',
ssl_fp,'0f1b486c96d6f1db6e5004a19482071ece5b8669069c8dd7f2239d8f732b6b72','IoT','Unknown','NAS','Axentraserver','embedded',
ssl_fp,'738523c7102fdd44124bb4a36075adfcb35dceb1f947ea56ea2366192d9e6482','IoT','TELRAD','WIRELESS_MODEM','Unknown','embedded',
ssl_fp,'577461369dbdebc7daea9701ecdd03297bc74d4ce3eece23ee3feb63613ab031','IoT','DELL','SERVER_MANAGEMENT','Dell Integrated Remote Access','embedded',
ssl_fp,'91c3d9de766dc7803dc6d90e5cc4e238ac2016fbfe7da105bcf2198ba2cee36b','IoT','ENTROLINK','MODEM','Unknown','embedded',
ssl_fp,'016973380c0f1df00bd9593ed8d5efa3706cd6df7993f6141272b80522acdd23','IoT','ENTROLINK','MODEM','Unknown','embedded',
ssl_fp,'04f527c0f12939feef1e5fa567d45115d4f856b9b5bd78bdc6698ef0b11dfa54','IoT','SOMFY','ALARM_SYSTEM','Unknown','embedded',
ssl_fp,'59c2ba7edab4fbda1ad76801679f1d9f4d13aef4a5cc2499690436bab3f49776','IoT','TRENDCHIP','MODEM','Unknown','embedded',
